"","orig.ident","nCount_RNA","nFeature_RNA","integrated_snn_res.3.4","seurat_clusters","cl.conserv","cl.HC.LC.split","cl.Ab.split.3","cl.Ab.split.4","diameter","drg_level","drg_location","batch","donor","cl.conserv_final"
"N4-RL3-67","SeuratProject",92471,6267,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",48.84722047,"lumbar","lumbar 3",2,"N4","hPEP.NTRK3"
"N4-RL3-68","SeuratProject",172670,7450,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",52.34511961,"lumbar","lumbar 3",2,"N4","hPEP.TRPV1/A1.1"
"N4-RL3-69","SeuratProject",198609,8872,"15","15","PEP.H4.15","PEP.H4.15","PEP.H4.15","PEP.H4.15",33.37790618,"lumbar","lumbar 3",2,"N4","hPEP.TRPV1/A1.2"
"N4-RL3-70","SeuratProject",111881,4100,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",35.30582863,"lumbar","lumbar 3",2,"N4","hPEP.TRPV1/A1.1"
"N4-RL3-71","SeuratProject",129893,8350,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.14",68.35780284,"lumbar","lumbar 3",2,"N4","hAb.LTMR"
"N4-RL3-72","SeuratProject",88844,6798,"1","1","NP1","NP1","NP1","NP1",40.5117983,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-73","SeuratProject",81632,6817,"14","14","PEP3","PEP3","PEP3","PEP3",56.40767392,"lumbar","lumbar 3",2,"N4","hPEP.KIT"
"N4-RL3-74","SeuratProject",80858,6535,"1","1","NP1","NP1","NP1","NP1",38.84313178,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-75","SeuratProject",113758,5645,"1","1","NP1","NP1","NP1","NP1",40.32278421,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-76","SeuratProject",163216,5949,"12","12","NP3","NP3","NP3","NP3",39.23450823,"lumbar","lumbar 3",2,"N4","hPEP.SST"
"N4-RL3-77","SeuratProject",384260,11001,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",49.57168913,"lumbar","lumbar 3",2,"N4","hAd.LTMR"
"N4-RL3-78","SeuratProject",252392,11458,"16","16","NP2","NP2","NP2","NP2",50.24772692,"lumbar","lumbar 3",2,"N4","hNP2"
"N4-RL3-79","SeuratProject",161484,8483,"1","1","NP1","NP1","NP1","NP1",46.90584154,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-80","SeuratProject",423396,11848,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",52.27209685,"lumbar","lumbar 3",2,"N4","hAd.LTMR"
"N4-RL3-82","SeuratProject",104362,6265,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",66.66037869,"lumbar","lumbar 3",2,"N4","hPEP.NTRK3"
"N4-RL3-83","SeuratProject",95130,5915,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",58.42563887,"lumbar","lumbar 3",2,"N4","hPEP.NTRK3"
"N4-RL3-84","SeuratProject",114041,7617,"0","0","Propr","Propr","Propr","Propr",54.82808237,"lumbar","lumbar 3",2,"N4","hPropr"
"N4-RL3-85","SeuratProject",254177,10986,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",51.9667309,"lumbar","lumbar 3",2,"N4","hPEP.PIEZOh"
"N4-RL3-86","SeuratProject",82024,4898,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",31.39247401,"lumbar","lumbar 3",2,"N4","hPEP.TRPV1/A1.1"
"N4-RL3-87","SeuratProject",357772,9153,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",66.20999794,"lumbar","lumbar 3",2,"N4","hAb.LTMR"
"N4-RL3-88","SeuratProject",302599,9399,"0","0","Propr","Propr","Propr","Propr",60.7231569,"lumbar","lumbar 3",2,"N4","hPropr"
"N4-RL3-89","SeuratProject",219347,6078,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",82.31756175,"lumbar","lumbar 3",2,"N4","hAb.LTMR"
"N4-RL3-90","SeuratProject",428173,11857,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.14",79.52471897,"lumbar","lumbar 3",2,"N4","hAb.LTMR"
"N4-RL3-91","SeuratProject",275641,10141,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",47.76657098,"lumbar","lumbar 3",2,"N4","hPEP.CHRNA7"
"N4-RL3-92","SeuratProject",292501,11132,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.14",78.99460181,"lumbar","lumbar 3",2,"N4","hAb.LTMR"
"N4-RL3-93","SeuratProject",264064,11077,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.7",82.07746674,"lumbar","lumbar 3",2,"N4","hAb.LTMR"
"N4-RL3-94","SeuratProject",344593,9703,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",42.41565168,"lumbar","lumbar 3",2,"N4","hPEP.CHRNA7"
"N4-RL3-95","SeuratProject",168310,7224,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",49.3270799,"lumbar","lumbar 3",2,"N4","hPEP.TRPV1/A1.1"
"N4-RL3-96","SeuratProject",173531,7414,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",52.79319474,"lumbar","lumbar 3",2,"N4","hPEP.NTRK3"
"N4-RL3-98","SeuratProject",253895,9357,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",57.06966629,"lumbar","lumbar 3",2,"N4","hAb.LTMR"
"N4-RL3-99","SeuratProject",245202,10866,"10","10","NP1","NP1","NP1","NP1",51.01472017,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-100","SeuratProject",438872,12434,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",53.83208387,"lumbar","lumbar 3",2,"N4","hPEP.PIEZOh"
"N4-RL3-101","SeuratProject",119919,7184,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",35.78936998,"lumbar","lumbar 3",2,"N4","hPEP.TRPV1/A1.1"
"N4-RL3-102","SeuratProject",123163,8609,"1","1","NP1","NP1","NP1","NP1",50.42478968,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-103","SeuratProject",150212,7119,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.14",63.50078509,"lumbar","lumbar 3",2,"N4","hAb.LTMR"
"N4-RL3-104","SeuratProject",106472,5007,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",52.64829091,"lumbar","lumbar 3",2,"N4","hPEP.0"
"N4-RL3-105","SeuratProject",147567,4830,"1","1","NP1","NP1","NP1","NP1",35.70031941,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-106","SeuratProject",91038,5384,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",31.31125143,"lumbar","lumbar 3",2,"N4","hPEP.TRPV1/A1.1"
"N4-RL3-107","SeuratProject",83514,5323,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",32.37091539,"lumbar","lumbar 3",2,"N4","hPEP.TRPV1/A1.1"
"N4-RL3-108","SeuratProject",123261,7475,"1","1","NP1","NP1","NP1","NP1",42.59537982,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-109","SeuratProject",105227,4946,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",39.10448464,"lumbar","lumbar 3",2,"N4","hAd.LTMR"
"N4-RL3-111","SeuratProject",86306,3644,"12","12","NP3","NP3","NP3","NP3",44.79537428,"lumbar","lumbar 3",2,"N4","hPEP.SST"
"N4-RL3-112","SeuratProject",349244,10643,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",46.56529804,"lumbar","lumbar 3",2,"N4","hPEP.PIEZOh"
"N4-RL3-113","SeuratProject",142079,6696,"1","1","NP1","NP1","NP1","NP1",48.04563803,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-114","SeuratProject",134729,7534,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",49.68713636,"lumbar","lumbar 3",2,"N4","hPEP.0"
"N4-RL3-115","SeuratProject",195213,9460,"1","1","NP1","NP1","NP1","NP1",48.13830087,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-116","SeuratProject",130583,6392,"1","1","NP1","NP1","NP1","NP1",49.75115795,"lumbar","lumbar 3",2,"N4","hNP1"
"N4-RL3-117","SeuratProject",98995,6547,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",36.19618093,"lumbar","lumbar 3",2,"N4","hPEP.TRPV1/A1.1"
"N4-RL3-119","SeuratProject",277518,9379,"0","0","Propr","Propr","Propr","Propr",59.70821372,"lumbar","lumbar 3",2,"N4","hPropr"
"N4-RL3-120","SeuratProject",204810,6812,"0","0","Propr","Propr","Propr","Propr",63.17915828,"lumbar","lumbar 3",2,"N4","hPropr"
"N4-RL3-126","SeuratProject",429911,11917,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",55.30209253,"lumbar","lumbar 3",2,"N4","hAd.LTMR"
"N4-RL3-127","SeuratProject",142446,7488,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",48.49405612,"lumbar","lumbar 3",2,"N4","hAd.LTMR"
"N4-RL3-128","SeuratProject",200780,6724,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",44.25203332,"lumbar","lumbar 3",2,"N4","hAd.LTMR"
"N4-RL3-129","SeuratProject",141726,7992,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",55.52038356,"lumbar","lumbar 3",2,"N4","hAd.LTMR"
"N4-RL3-131","SeuratProject",610245,11033,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",65.94987763,"lumbar","lumbar 3",2,"N4","hAb.LTMR"
"N4-RL3-132","SeuratProject",545292,14424,"17","17","C.LTMR","C.LTMR","C.LTMR","C.LTMR",38.89226922,"lumbar","lumbar 3",2,"N4","hC.LTMR"
"N4-RL3-133","SeuratProject",105366,7235,"1","1","NP2","NP2","NP2","NP2",42.64019349,"lumbar","lumbar 3",3,"N4","hNP1"
"N4-RL3-134","SeuratProject",217463,7364,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",58.78411506,"lumbar","lumbar 3",3,"N4","hPEP.NTRK3"
"N4-RL3-135","SeuratProject",559038,11487,"16","16","NP2","NP2","NP2","NP2",52.56357921,"lumbar","lumbar 3",3,"N4","hNP2"
"N4-RL3-137","SeuratProject",942148,14429,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.14",80.1943455,"lumbar","lumbar 3",3,"N4","hAb.LTMR"
"N4-RL3-138","SeuratProject",113707,5937,"3","3","C.LTMR","C.LTMR","C.LTMR","C.LTMR",39.49327119,"lumbar","lumbar 3",3,"N4","hC.LTMR"
"N4-RL3-139","SeuratProject",348167,10419,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",48.4415165,"lumbar","lumbar 3",3,"N4","hAd.LTMR"
"N4-RL3-140","SeuratProject",480563,12308,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",74.58407113,"lumbar","lumbar 3",3,"N4","hAb.LTMR"
"N4-RL3-141","SeuratProject",187690,7992,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",50.56347545,"lumbar","lumbar 3",3,"N4","hAd.LTMR"
"N4-RL3-142","SeuratProject",206124,8221,"17","17","C.LTMR","C.LTMR","C.LTMR","C.LTMR",34.99794941,"lumbar","lumbar 3",3,"N4","hC.LTMR"
"N4-RL3-143","SeuratProject",397034,11144,"15","15","PEP.H4.15","PEP.H4.15","PEP.H4.15","PEP.H4.15",37.88061498,"lumbar","lumbar 3",3,"N4","hPEP.TRPV1/A1.2"
"N4-RL3-144","SeuratProject",445978,11534,"10","10","NP1","NP1","NP1","NP1",43.84736874,"lumbar","lumbar 3",3,"N4","hNP1"
"N4-RL3-145","SeuratProject",404211,11069,"0","0","Propr","Propr","Propr","Propr",64.96760087,"lumbar","lumbar 3",3,"N4","hPropr"
"N4-RL3-146","SeuratProject",260181,8855,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",62.19406566,"lumbar","lumbar 3",3,"N4","hPEP.0"
"N4-RL3-147","SeuratProject",134763,7423,"12","12","NP3","NP3","NP3","NP3",41.21288126,"lumbar","lumbar 3",3,"N4","hPEP.SST"
"N4-RL3-148","SeuratProject",149529,10064,"10","10","NP1","NP1","NP1","NP1",52.46659835,"lumbar","lumbar 3",3,"N4","hNP1"
"N4-RL3-149","SeuratProject",212965,9013,"0","0","Propr","Propr","Propr","Propr",62.88626315,"lumbar","lumbar 3",3,"N4","hPropr"
"N4-RL3-150","SeuratProject",180664,9112,"14","14","PEP3","PEP3","PEP3","PEP3",49.27542849,"lumbar","lumbar 3",3,"N4","hPEP.KIT"
"N4-RL3-151","SeuratProject",432875,12104,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",51.38773064,"lumbar","lumbar 3",3,"N4","hPEP.PIEZOh"
"N4-RL3-152","SeuratProject",412080,12299,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",41.75002954,"lumbar","lumbar 3",3,"N4","hPEP.CHRNA7"
"N4-RL3-153","SeuratProject",318399,11282,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",52.47873076,"lumbar","lumbar 3",3,"N4","hAb.LTMR"
"N4-RL3-154","SeuratProject",463717,9966,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",55.92026802,"lumbar","lumbar 3",3,"N4","hAb.LTMR"
"N4-RL3-155","SeuratProject",328195,11008,"13","13","Un.Gi","Un.Gi","Un.Gi","Un.Gi",53.0098078,"lumbar","lumbar 3",3,"N4","hATF3"
"N4-RL3-156","SeuratProject",465498,12013,"5","5","Un.Gi","Un.Gi","Un.Gi","Un.Gi",49.73836022,"lumbar","lumbar 3",3,"N4","hATF3"
"N4-RL3-157","SeuratProject",70302,3159,"3","3","PEP.H0","PEP.H0","PEP.H0","PEP.H0",43.7456177,"lumbar","lumbar 3",3,"N4","hPEP.0"
"N4-RL3-158","SeuratProject",276778,5307,"3","3","PEP.H0","PEP.H0","PEP.H0","PEP.H0",57.9332331,"lumbar","lumbar 3",3,"N4","hPEP.0"
"N4-RL3-159","SeuratProject",83982,6509,"1","1","NP1","NP1","NP1","NP1",41.81097852,"lumbar","lumbar 3",3,"N4","hNP1"
"N4-RL3-161","SeuratProject",121192,7930,"1","1","NP1","NP1","NP1","NP1",47.2439304,"lumbar","lumbar 3",3,"N4","hNP1"
"N4-RL3-163","SeuratProject",232654,8510,"0","0","Propr","Propr","Propr","Propr",47.18999896,"lumbar","lumbar 3",3,"N4","hPropr"
"N4-RL3-164","SeuratProject",244599,9663,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.7",68.17128734,"lumbar","lumbar 3",3,"N4","hAb.LTMR"
"N4-RL3-165","SeuratProject",69054,6888,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",69.6128565,"lumbar","lumbar 3",3,"N4","hAb.LTMR"
"N4-RL3-166","SeuratProject",61751,4804,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",46.30481001,"lumbar","lumbar 3",3,"N4","hPEP.CHRNA7"
"N4-RL3-167","SeuratProject",269511,8539,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",49.86618968,"lumbar","lumbar 3",3,"N4","hPEP.0"
"N4-RL3-168","SeuratProject",331262,6759,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",60.70218534,"lumbar","lumbar 3",3,"N4","hPEP.NTRK3"
"N4-RL3-169","SeuratProject",168274,7494,"0","0","Propr","Propr","Propr","Propr",82.79566309,"lumbar","lumbar 3",3,"N4","hPropr"
"N4-RL3-170","SeuratProject",528878,10902,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",42.72967983,"lumbar","lumbar 3",3,"N4","hPEP.CHRNA7"
"N4-RL3-171","SeuratProject",271073,7766,"17","17","C.LTMR","C.LTMR","C.LTMR","C.LTMR",32.87826625,"lumbar","lumbar 3",3,"N4","hC.LTMR"
"N4-RL3-172","SeuratProject",179761,8247,"0","0","Propr","Propr","Propr","Propr",70.15941964,"lumbar","lumbar 3",3,"N4","hPropr"
"N4-RL3-173","SeuratProject",98772,8635,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.12",74.84820701,"lumbar","lumbar 3",3,"N4","hAb.LTMR"
"N4-RL3-174","SeuratProject",86843,6427,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.14",64.50540212,"lumbar","lumbar 3",3,"N4","hAb.LTMR"
"N4-RL3-175","SeuratProject",293997,5888,"3","3","PEP.H0","PEP.H0","PEP.H0","PEP.H0",50.977269,"lumbar","lumbar 3",3,"N4","hPEP.0"
"N4-RL3-176","SeuratProject",142084,3990,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",37.94777925,"lumbar","lumbar 3",3,"N4","hPEP.TRPV1/A1.1"
"N4-RL3-177","SeuratProject",314261,10018,"1","1","NP1","NP1","NP1","NP1",53.34501318,"lumbar","lumbar 3",3,"N4","hNP1"
"N4-RL3-180","SeuratProject",33583,1280,"3","3","PEP.H0","PEP.H0","Ab.LTMR.s22","Ab.LTMR.s22",55.55477215,"lumbar","lumbar 3",3,"N4","hPEP.0"
"N4-RL3-181","SeuratProject",46593,3048,"1","1","NP1","NP1","NP1","NP1",49.66150461,"lumbar","lumbar 3",3,"N4","hNP1"
"N4-RL3-182","SeuratProject",1169055,14051,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",54.70021007,"lumbar","lumbar 3",3,"N4","hPEP.PIEZOh"
"N4-RL3-183","SeuratProject",655413,13548,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",64.06968364,"lumbar","lumbar 3",3,"N4","hPEP.PIEZOh"
"N4-RL3-184","SeuratProject",306808,4650,"3","3","PEP.H0","PEP.H0","PEP.H0","PEP.H0",52.15016504,"lumbar","lumbar 3",3,"N4","hPEP.0"
"N4-RL3-185","SeuratProject",30902,4799,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",31.69520497,"lumbar","lumbar 3",3,"N4","hPEP.TRPV1/A1.1"
"N4-RL3-186","SeuratProject",133843,5257,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",42.71477846,"lumbar","lumbar 3",3,"N4","hAd.LTMR"
"N4-RL3-187","SeuratProject",115055,9841,"10","10","NP1","NP1","NP1","NP1",48.86025161,"lumbar","lumbar 3",3,"N4","hNP1"
"N4-RL3-188","SeuratProject",1533337,11172,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.14",68.16194817,"lumbar","lumbar 3",3,"N4","hAb.LTMR"
"N4-RL3-191","SeuratProject",105970,8146,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.14",86.31916324,"lumbar","lumbar 3",3,"N4","hAb.LTMR"
"N4-RL3-192","SeuratProject",258887,11062,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",62.72408039,"lumbar","lumbar 3",3,"N4","hAd.LTMR"
"N4-RL3-193","SeuratProject",123577,6797,"6","6","PEP.H5","PEP.H5","PEP.H5","PEP.H5",51.32575049,"lumbar","lumbar 3",3,"N4","hPEP.CHRNA7"
"N4-RL3-194","SeuratProject",458303,11673,"4","4","PEP.H8","PEP.H8.HC","PEP.H8","PEP.H8",68.002986,"lumbar","lumbar 3",3,"N4","hPEP.NTRK3"
"N4-RL3-195","SeuratProject",133808,3338,"3","3","PEP.H0","PEP.H0","Ab.LTMR.s22","Ab.LTMR.s22",79.79643521,"lumbar","lumbar 3",3,"N4","hPEP.0"
"N4-RL3-196","SeuratProject",162682,7120,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",40.49608082,"lumbar","lumbar 3",3,"N4","hAd.LTMR"
"N4-RL3-197","SeuratProject",153514,6308,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.14",68.4322667,"lumbar","lumbar 3",3,"N4","hAb.LTMR"
"N4-RL3-198","SeuratProject",113610,6022,"2","2","PEP.H0","PEP.H0","PEP.H0","PEP.H0",47.14950989,"lumbar","lumbar 3",3,"N4","hPEP.0"
"N4-RL3-199","SeuratProject",86863,6747,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",49.1590144,"lumbar","lumbar 3",3,"N4","hPEP.NTRK3"
"N4-RT12-1","SeuratProject",449174,11266,"10","10","NP1","NP1","NP1","NP1",37.98131684,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-2","SeuratProject",141100,6694,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",79.11539489,"thoracic","thoracic 12",2,"N4","hAb.LTMR"
"N4-RT12-3","SeuratProject",85071,5531,"12","12","NP3","NP3","NP3","NP3",43.32153184,"thoracic","thoracic 12",2,"N4","hPEP.SST"
"N4-RT12-4","SeuratProject",113765,6778,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",44.66728557,"thoracic","thoracic 12",2,"N4","hPEP.NTRK3"
"N4-RT12-5","SeuratProject",164597,9600,"10","10","NP1","NP1","NP1","NP1",43.90540631,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-9","SeuratProject",68574,5516,"0","0","Propr","Propr","Propr","Propr",47.71323029,"thoracic","thoracic 12",2,"N4","hPropr"
"N4-RT12-10","SeuratProject",135021,8889,"1","1","NP1","NP1","NP1","NP1",44.95143148,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-11","SeuratProject",158758,9928,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",45.77938757,"thoracic","thoracic 12",2,"N4","hAd.LTMR"
"N4-RT12-13","SeuratProject",262661,10695,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",48.58586375,"thoracic","thoracic 12",2,"N4","hAd.LTMR"
"N4-RT12-14","SeuratProject",240420,9439,"5","5","Ab.LTMR","Ab.LTMR","Ab.LTMR.1","Ab.LTMR.14",44.56740652,"thoracic","thoracic 12",2,"N4","hAb.LTMR"
"N4-RT12-15","SeuratProject",86762,6465,"4","4","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",58.09783207,"thoracic","thoracic 12",2,"N4","hPEP.NTRK3"
"N4-RT12-16","SeuratProject",307505,11391,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",48.88630346,"thoracic","thoracic 12",2,"N4","hAd.LTMR"
"N4-RT12-17","SeuratProject",176554,5160,"11","11","Ad.LTMR","Ad.LTMR.LC","Ad.LTMR","Ad.LTMR",50.81466167,"thoracic","thoracic 12",2,"N4","hAd.LTMR"
"N4-RT12-18","SeuratProject",249397,10918,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",52.21116654,"thoracic","thoracic 12",2,"N4","hPEP.PIEZOh"
"N4-RT12-19","SeuratProject",102153,4729,"3","3","PEP.H0","PEP.H0","PEP.H0","PEP.H0",44.0646155,"thoracic","thoracic 12",2,"N4","hPEP.0"
"N4-RT12-20","SeuratProject",118220,5162,"3","3","PEP.H0","PEP.H0","PEP.H0","PEP.H0",51.20156509,"thoracic","thoracic 12",2,"N4","hPEP.0"
"N4-RT12-21","SeuratProject",161386,6013,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",67.42006565,"thoracic","thoracic 12",2,"N4","hAb.LTMR"
"N4-RT12-22","SeuratProject",110782,4943,"3","3","PEP.H0","PEP.H0","PEP.H0","PEP.H0",50.41216296,"thoracic","thoracic 12",2,"N4","hPEP.0"
"N4-RT12-23","SeuratProject",365895,8599,"0","0","Propr","Propr","Propr","Propr",50.83971204,"thoracic","thoracic 12",2,"N4","hPropr"
"N4-RT12-24","SeuratProject",201855,8248,"1","1","NP1","NP1","NP1","NP1",39.2993587,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-25","SeuratProject",185335,8193,"13","13","Ad.LTMR","Ad.LTMR.HC","Ad.LTMR","Ad.LTMR",44.69578145,"thoracic","thoracic 12",2,"N4","hAd.LTMR"
"N4-RT12-26","SeuratProject",59807,6350,"1","1","NP1","NP1","NP1","NP1",52.34511961,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-27","SeuratProject",108663,6419,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.7",60.02722693,"thoracic","thoracic 12",2,"N4","hAb.LTMR"
"N4-RT12-28","SeuratProject",302353,11646,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",49.14606248,"thoracic","thoracic 12",2,"N4","hPEP.TRPV1/A1.1"
"N4-RT12-29","SeuratProject",63762,5578,"12","12","NP3","NP3","NP3","NP3",42.56547783,"thoracic","thoracic 12",2,"N4","hPEP.SST"
"N4-RT12-30","SeuratProject",102681,8227,"12","12","NP3","NP3","NP3","NP3",42.83384427,"thoracic","thoracic 12",2,"N4","hPEP.SST"
"N4-RT12-31","SeuratProject",105053,8407,"10","10","NP1","NP1","NP1","NP1",42.96739894,"thoracic","thoracic 12",2,"N4","hNP1"
"N4-RT12-32","SeuratProject",239253,10104,"0","0","Propr","Propr","Propr","Propr",50.48787589,"thoracic","thoracic 12",2,"N4","hPropr"
"N4-RT12-33","SeuratProject",239775,10467,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.14",60.60772351,"thoracic","thoracic 12",2,"N4","hAb.LTMR"
"N4-RT12-34","SeuratProject",172570,10087,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",39.76636193,"thoracic","thoracic 12",2,"N4","hPEP.PIEZOh"
"N4-RT12-35","SeuratProject",65008,5772,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",42.80410887,"thoracic","thoracic 12",2,"N4","hPEP.TRPV1/A1.1"
"N4-RT12-36","SeuratProject",60731,3189,"0","0","PEP.H0","PEP.H0","Ab.LTMR.s22","Ab.LTMR.s22",51.36294756,"thoracic","thoracic 12",2,"N4","hPropr"
"N4-RT12-37","SeuratProject",190297,8319,"8","8","PEP.H4","PEP.H4","PEP.H4","PEP.H4",40.79367737,"thoracic","thoracic 12",2,"N4","hPEP.PIEZOh"
"N4-RT12-38","SeuratProject",78820,6131,"7","7","Ab.LTMR","Ab.LTMR","Ab.LTMR.2","Ab.LTMR.14",50.62638884,"thoracic","thoracic 12",2,"N4","hAb.LTMR"
"N4-RT12-39","SeuratProject",69749,4998,"9","9","PEP1.3","PEP1.3","PEP1.3","PEP1.3",38.46432602,"thoracic","thoracic 12",2,"N4","hPEP.TRPV1/A1.1"
"N4-RT12-40","SeuratProject",143081,8591,"4","4","PEP.H8","PEP.H8.LC","PEP.H8","PEP.H8",70.18663607,"thoracic","thoracic 12",2,"N4","hPEP.NTRK3"
