"","orig.ident","nCount_RNA","nFeature_RNA","cell_id","donor","level","Xenium_id","RNA_snn_res.2.5","seurat_clusters","cell_type","cell_type_manual","large_group"
"Neuron529","pbmc3k",3408,72,"06556-10045","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","3","3","hSST","hSST","NP"
"Neuron530","pbmc3k",5218,74,"06595-10332","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron531","pbmc3k",4873,63,"06495-10453","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron532","pbmc3k",2053,70,"06401-10570","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron533","pbmc3k",2757,70,"07004-10427","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron534","pbmc3k",3963,73,"07019-10704","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron535","pbmc3k",1805,55,"06778-10881","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron536","pbmc3k",4887,60,"06903-11165","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron537","pbmc3k",275,42,"06643-11201","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","13","13","hAd.LTMR","hAd.LTMR","NF"
"Neuron538","pbmc3k",710,53,"06604-11014","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron539","pbmc3k",278,44,"06856-11848","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron540","pbmc3k",11061,73,"06708-11992","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron541","pbmc3k",625,52,"06266-12220","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron542","pbmc3k",648,49,"06422-12282","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron543","pbmc3k",855,52,"07220-12369","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron544","pbmc3k",149,30,"07773-11613","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron545","pbmc3k",984,59,"07798-11921","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron546","pbmc3k",2740,75,"07753-12435","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron547","pbmc3k",662,49,"07574-12640","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron548","pbmc3k",1210,59,"07768-12839","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron549","pbmc3k",3453,74,"06975-12542","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron550","pbmc3k",261,49,"07017-12805","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron551","pbmc3k",1641,60,"06894-12766","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron552","pbmc3k",7171,72,"06782-12721","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron553","pbmc3k",502,50,"06717-12871","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron554","pbmc3k",441,51,"06624-12712","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron555","pbmc3k",8304,70,"07247-13447","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron556","pbmc3k",3444,53,"07181-13584","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron557","pbmc3k",507,42,"07262-13477","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron558","pbmc3k",12248,72,"06970-13898","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","8","8","hAb.LTMR","hATF3","NF"
"Neuron559","pbmc3k",8789,69,"06986-14497","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron560","pbmc3k",10827,67,"06756-14740","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron561","pbmc3k",2052,66,"06911-14944","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron562","pbmc3k",6873,67,"06571-15303","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","8","8","hAb.LTMR","hAb.LTMR","NF"
"Neuron563","pbmc3k",2892,67,"06660-13878","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron564","pbmc3k",10768,76,"06469-13760","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron565","pbmc3k",434,49,"06531-13288","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron566","pbmc3k",3295,73,"06294-13421","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron567","pbmc3k",5904,77,"06179-14062","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron568","pbmc3k",926,55,"05957-14341","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron569","pbmc3k",3175,60,"05983-14636","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron570","pbmc3k",7343,75,"06261-14867","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron571","pbmc3k",2191,65,"05802-14644","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","3","3","hSST","hSST","NP"
"Neuron572","pbmc3k",762,52,"05745-15190","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","3","3","hSST","hSST","NP"
"Neuron573","pbmc3k",934,65,"05853-14930","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron574","pbmc3k",1519,71,"05707-14833","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron575","pbmc3k",5267,73,"05387-15197","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","16","16","hTRPM8","hTRPM8","NP"
"Neuron576","pbmc3k",780,51,"06145-15273","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron577","pbmc3k",703,48,"06243-15363","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron578","pbmc3k",811,60,"05932-15377","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron579","pbmc3k",7636,76,"05974-15607","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","3","3","hSST","hSST","NP"
"Neuron580","pbmc3k",10719,75,"06126-15926","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron581","pbmc3k",7383,75,"05802-15999","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron582","pbmc3k",189,36,"05629-15488","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron583","pbmc3k",2230,70,"05709-15632","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron584","pbmc3k",2575,65,"05620-15825","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron585","pbmc3k",1008,62,"05469-15782","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron586","pbmc3k",6204,76,"05601-16101","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","3","3","hSST","hSST","NP"
"Neuron587","pbmc3k",9134,73,"05825-16307","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron588","pbmc3k",473,55,"06274-16215","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","11","11","unidentified","unidentified","NF"
"Neuron589","pbmc3k",4862,71,"05793-16667","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron590","pbmc3k",4071,71,"05347-16449","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","3","3","hSST","hSST","NP"
"Neuron591","pbmc3k",3181,63,"05360-16667","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","3","3","hSST","hSST","NP"
"Neuron592","pbmc3k",1495,64,"05335-16856","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","3","3","hSST","hSST","NP"
"Neuron593","pbmc3k",7675,76,"05131-16808","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron594","pbmc3k",2487,68,"05103-17111","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron595","pbmc3k",3804,78,"05525-17181","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron596","pbmc3k",4685,75,"04853-17415","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron597","pbmc3k",2440,72,"04923-17603","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron598","pbmc3k",4106,71,"05084-17955","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron599","pbmc3k",971,66,"05010-17883","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron600","pbmc3k",1563,58,"05310-18022","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron601","pbmc3k",5751,75,"05109-18187","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron602","pbmc3k",1169,52,"05188-18501","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron603","pbmc3k",5132,62,"04983-18291","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron604","pbmc3k",3595,59,"04862-18157","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron605","pbmc3k",4210,60,"04803-17889","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron606","pbmc3k",11042,80,"04653-17933","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron607","pbmc3k",1961,59,"04835-18418","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","3","3","hSST","hSST","NP"
"Neuron608","pbmc3k",2328,65,"04999-18562","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron609","pbmc3k",3787,70,"04956-18726","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","3","3","hSST","hSST","NP"
"Neuron610","pbmc3k",1045,62,"04774-18882","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron611","pbmc3k",5794,69,"04730-19128","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron612","pbmc3k",12584,77,"04438-19042","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron613","pbmc3k",1555,63,"04529-19300","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron614","pbmc3k",1241,60,"04669-19346","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron615","pbmc3k",4628,71,"04967-19548","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron616","pbmc3k",5525,65,"04611-19555","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron617","pbmc3k",4692,78,"04765-19644","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","3","3","hSST","hSST","NP"
"Neuron618","pbmc3k",11756,73,"04987-19874","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron619","pbmc3k",1707,51,"04838-19946","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron620","pbmc3k",2747,59,"04741-19852","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron621","pbmc3k",6445,78,"04648-20073","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron622","pbmc3k",5458,72,"04551-19998","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron623","pbmc3k",5558,65,"04436-20334","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron624","pbmc3k",199,41,"04328-20623","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron625","pbmc3k",8524,69,"04228-19919","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron626","pbmc3k",1830,66,"04017-19518","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","16","16","hTRPM8","hTRPM8","NP"
"Neuron627","pbmc3k",1088,57,"04004-19636","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron628","pbmc3k",1497,52,"03830-19066","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","13","13","hAd.LTMR","hAd.LTMR","NF"
"Neuron629","pbmc3k",1293,57,"03866-19599","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron630","pbmc3k",9052,76,"03702-19726","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron631","pbmc3k",2677,64,"03580-19441","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron632","pbmc3k",1629,61,"03971-19873","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron633","pbmc3k",2830,64,"03904-20048","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron634","pbmc3k",6989,70,"03816-20334","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron635","pbmc3k",4463,74,"03551-20533","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","7","7","hPEP.KIT","hPEP.KIT","PEP"
"Neuron636","pbmc3k",1140,56,"03632-20924","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron637","pbmc3k",3505,68,"03304-21000","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron638","pbmc3k",3190,61,"03047-21097","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron639","pbmc3k",2829,68,"03394-20280","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron640","pbmc3k",7179,76,"03444-19942","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron641","pbmc3k",4252,65,"03264-19868","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron642","pbmc3k",1808,62,"03152-20294","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","3","3","hSST","hSST","NP"
"Neuron643","pbmc3k",11739,78,"02996-20436","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","9","9","hPEP.CHRNA7","hPEP.CHRNA7","PEP"
"Neuron644","pbmc3k",5567,62,"02890-20193","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron645","pbmc3k",831,53,"02824-19984","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron646","pbmc3k",12403,76,"02702-19624","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","4","4","hPEP.PIEZOh","hPEP.PIEZOh","PEP"
"Neuron647","pbmc3k",9828,69,"02603-20050","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","13","13","hAd.LTMR","hAd.LTMR","NF"
"Neuron648","pbmc3k",256,46,"02982-19297","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron649","pbmc3k",964,60,"02830-19077","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron650","pbmc3k",6592,65,"02865-19243","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","2","2","hPEP.TRPV1/A1.1","hPEP.TRPV1/A1.1","PEP"
"Neuron651","pbmc3k",293,47,"02754-19118","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron652","pbmc3k",12635,76,"02666-20426","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron653","pbmc3k",4709,69,"02671-21084","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron654","pbmc3k",9971,66,"02379-20806","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","8","8","hAb.LTMR","hATF3","NF"
"Neuron655","pbmc3k",4986,60,"02153-21080","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","13","13","hAd.LTMR","hAd.LTMR","NF"
"Neuron656","pbmc3k",9170,76,"02340-20393","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","10","10","hPEP.NTRK3","hPEP.NTRK3","PEP"
"Neuron657","pbmc3k",14960,75,"02007-20272","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","8","8","hAb.LTMR","hATF3","NF"
"Neuron658","pbmc3k",2613,71,"01852-19989","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","0","0","hNP1","hNP1","NP"
"Neuron659","pbmc3k",1458,65,"01691-19937","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","14","14","hPEP.0","hPEP.0","PEP"
"Neuron660","pbmc3k",10251,74,"02064-19702","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","6","6","hAd.LTMR","hAd.LTMR","NF"
"Neuron661","pbmc3k",6040,69,"02396-19318","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","1","1","hPEP.TRPV1/A1.2","hPEP.TRPV1/A1.2","PEP"
"Neuron662","pbmc3k",9414,75,"02181-19303","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","15","15","hNP2","hNP2","NP"
"Neuron663","pbmc3k",10667,72,"01835-19472","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","8","8","hAb.LTMR","hATF3","NF"
"Neuron664","pbmc3k",1058,62,"01256-19873","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","5","5","hNP1","hNP1","C.LTMR"
"Neuron665","pbmc3k",7576,64,"01247-19142","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","13","13","hAd.LTMR","hAd.LTMR","NF"
"Neuron666","pbmc3k",61,16,"01653-18968","N4","L3","output-XETG00171__0018220__Region_2__20240207__003742","11","11","unidentified","unidentified","NF"
